,S.No.,Log File, state_accept_epoch (s), state_running_time, state_running_epoch (s),Waiting Time (in Seconds),spark_driver_start_time,Driver Memory (MB),Executor Memory (MB),Memory Store Capacity (MB),Job Result
591,592,application_1513303661803_19587_asrd.cp.big.data.services.team.log,1513678450.0, 17/12/19 10:14:15,1513678455,5, 17/12/19 10:14:04,10240.0,10240.0,7168.0, Job completed successfully
592,593,application_1513303661803_21601_asrd.cp.big.data.services.team.log,,,,,,,,8704.0,
593,594,application_1513303661803_24694_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
594,595,application_1513303661803_23810_asrd.cp.big.data.services.team.log,1513790629.0, 17/12/20 17:23:55,1513790635,6, 17/12/20 17:23:46,12288.0,6144.0,8601.6, Job completed successfully
595,596,application_1513303661803_21794_asrd.cp.big.data.services.team.log,1513742808.0, 17/12/20 04:07:04,1513742824,16, 17/12/20 04:06:44,12288.0,6144.0,8601.6, Job completed successfully
596,597,application_1513303661803_22305_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
597,598,application_1513303661803_25909_asrd.cp.big.data.services.team.log,,,,,,,,2764.8,
598,599,application_1513303661803_25749_asrd.cp.big.data.services.team.log,,,,,,,,2764.8,
599,600,application_1513303661803_25416_asrd.cp.big.data.services.team.log,1513826235.0, 17/12/21 03:17:23,1513826243,8, 17/12/21 03:17:11,10240.0,5120.0,7168.0, Job completed successfully
600,601,application_1513303661803_18590_asrd.cp.big.data.services.team.log,1513645257.0, 17/12/19 01:01:09,1513645269,12, 17/12/19 01:00:50,12288.0,3072.0,8601.6, Job completed successfully
601,602,application_1513303661803_22724_asrd.cp.big.data.services.team.log,1513769066.0, 17/12/20 11:24:31,1513769071,5, 17/12/20 11:24:21,15360.0,10240.0,10854.4, Job completed successfully
602,603,application_1513303661803_21121_asrd.cp.big.data.services.team.log,,,,,,,,511.5,
603,604,application_1513303661803_23931_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
604,605,application_1513303661803_23844_asrd.cp.big.data.services.team.log,1513791095.0, 17/12/20 17:31:41,1513791101,6, 17/12/20 17:31:32,12288.0,6144.0,8601.6, Job completed successfully
605,606,application_1513303661803_22052_asrd.cp.big.data.services.team.log,1513749309.0, 17/12/20 05:55:14,1513749314,5, 17/12/20 05:55:06,12288.0,6144.0,8601.6, Job completed successfully
606,607,application_1513303661803_22330_asrd.cp.big.data.services.team.log,1513752795.0, 17/12/20 06:53:20,1513752800,5, 17/12/20 06:53:12,12288.0,6144.0,8601.6, Job completed successfully
607,608,application_1513303661803_19623_asrd.cp.big.data.services.team.log,1513684861.0, 17/12/19 12:01:05,1513684865,4, 17/12/19 12:00:57,4096.0,4096.0,2764.8, Job completed successfully
608,609,application_1513303661803_23613_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
609,610,application_1513303661803_25741_asrd.cp.big.data.services.team.log,,,,,,,,3481.6,
610,611,application_1513303661803_18539_asrd.cp.big.data.services.team.log,1513644402.0, 17/12/19 00:46:46,1513644406,4, 17/12/19 00:46:38,12288.0,1024.0,8601.6, Job completed successfully
611,612,application_1513303661803_23880_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
612,613,application_1513303661803_20041_asrd.cp.big.data.services.team.log,,,,,,,,143.6,
613,614,application_1513303661803_20887_asrd.cp.big.data.services.team.log,,,,,,,,511.5,
614,615,application_1513303661803_22942_asrd.cp.big.data.services.team.log,1513779130.0, 17/12/20 14:15:28,1513779328,198, 17/12/20 14:11:51,20480.0,10240.0,14540.8, Job completed successfully
615,616,application_1513303661803_21900_asrd.cp.big.data.services.team.log,,,,,,,,2764.8,
616,617,application_1513303661803_20015_asrd.cp.big.data.services.team.log,,,,,,,,8601.6,
617,618,application_1513303661803_24565_asrd.cp.big.data.services.team.log,1513814503.0, 17/12/21 00:01:49,1513814509,6, 17/12/21 00:01:37,2048.0,10240.0,1247.6, Job failed
618,619,application_1513303661803_22829_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
619,620,application_1513303661803_21777_asrd.cp.big.data.services.team.log,,,,,,,,1983.0,
620,621,application_1513303661803_22290_asrd.cp.big.data.services.team.log,1513752138.0, 17/12/20 06:42:24,1513752144,6, 17/12/20 06:42:15,12288.0,6144.0,8601.6, Job completed successfully
621,622,application_1513303661803_20842_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
622,623,application_1513303661803_23000_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
623,624,application_1513303661803_25738_asrd.cp.big.data.services.team.log,1513843367.0, 17/12/21 08:02:53,1513843373,6, 17/12/21 08:02:43,12288.0,6144.0,8601.6, Job completed successfully
624,625,application_1513303661803_24433_asrd.cp.big.data.services.team.log,,,,,,,,8601.6,
625,626,application_1513303661803_21249_asrd.cp.big.data.services.team.log,1513732161.0, 17/12/20 01:09:26,1513732166,5, 17/12/20 01:09:16,10240.0,10240.0,7168.0, Job completed successfully
626,627,application_1513303661803_21550_asrd.cp.big.data.services.team.log,1513738853.0, 17/12/20 03:01:06,1513738866,13, 17/12/20 03:00:49,12288.0,3072.0,8601.6, Job completed successfully
627,628,application_1513303661803_22134_asrd.cp.big.data.services.team.log,1513750080.0, 17/12/20 06:08:06,1513750086,6, 17/12/20 06:07:57,12288.0,6144.0,8601.6, Job failed
628,629,application_1513303661803_18700_asrd.cp.big.data.services.team.log,1513646172.0, 17/12/19 01:16:17,1513646177,5, 17/12/19 01:16:07,12288.0,10240.0,8601.6, Job completed successfully
629,630,application_1513303661803_21204_asrd.cp.big.data.services.team.log,,,,,,,,1983.0,
630,631,application_1513303661803_22791_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
631,632,application_1513303661803_19510_asrd.cp.big.data.services.team.log,,,,,,,,2764.8,
632,633,application_1513303661803_20547_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
633,634,application_1513303661803_22613_asrd.cp.big.data.services.team.log,1513764067.0, 17/12/20 10:01:13,1513764073,6, 17/12/20 10:01:03,15360.0,6144.0,10854.4, Job completed successfully
634,635,application_1513303661803_25341_asrd.cp.big.data.services.team.log,,,,,,,,8704.0,
635,636,application_1513303661803_23246_asrd.cp.big.data.services.team.log,1513785042.0, 17/12/20 15:50:47,1513785047,5, 17/12/20 15:50:37,2048.0,10240.0,1247.6, Job completed successfully
636,637,application_1513303661803_22830_asrd.cp.big.data.services.team.log,1513777140.0, 17/12/20 13:39:05,1513777145,5, 17/12/20 13:38:56,1024.0,1024.0,511.5, Job completed successfully
637,638,application_1513303661803_19642_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
638,639,application_1513303661803_20870_asrd.cp.big.data.services.team.log,1513728960.0, 17/12/20 00:16:05,1513728965,5, 17/12/20 00:15:56,12288.0,1024.0,8601.6, Job completed successfully
639,640,application_1513303661803_22216_asrd.cp.big.data.services.team.log,1513751152.0, 17/12/20 06:25:57,1513751157,5, 17/12/20 06:25:48,15360.0,10240.0,10854.4, Job completed successfully
640,641,application_1513303661803_28280_asrd.cp.big.data.services.team.log,,,,,,,,,
641,642,application_1513303661803_19793_asrd.cp.big.data.services.team.log,,,,,,,,3481.6,
642,643,application_1513303661803_20163_asrd.cp.big.data.services.team.log,,,,,,,,511.5,
643,644,application_1513303661803_19117_asrd.cp.big.data.services.team.log,1513653615.0, 17/12/19 03:20:20,1513653620,5, 17/12/19 03:20:11,12288.0,8192.0,8601.6, Job completed successfully
644,645,application_1513303661803_23634_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
645,646,application_1513303661803_22187_asrd.cp.big.data.services.team.log,1513750700.0, 17/12/20 06:18:27,1513750707,7, 17/12/20 06:18:17,12288.0,6144.0,8601.6, Job completed successfully
646,647,application_1513303661803_21792_asrd.cp.big.data.services.team.log,,,,,,,,7884.8,
647,648,application_1513303661803_21258_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
648,649,application_1513303661803_19182_asrd.cp.big.data.services.team.log,1513654476.0, 17/12/19 03:34:50,1513654490,14, 17/12/19 03:34:32,10240.0,13312.0,7168.0, Job completed successfully
649,650,application_1513303661803_19072_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
650,651,application_1513303661803_25328_asrd.cp.big.data.services.team.log,,,,,,,,8704.0,
651,652,application_1513303661803_19348_asrd.cp.big.data.services.team.log,1513661772.0, 17/12/19 05:36:17,1513661777,5, 17/12/19 05:36:08,20480.0,10240.0,14540.8, Job completed successfully
652,653,application_1513303661803_18847_asrd.cp.big.data.services.team.log,1513649679.0, 17/12/19 02:15:18,1513649718,39, 17/12/19 02:14:35,12288.0,6144.0,8601.6, Job completed successfully
653,654,application_1513303661803_24510_asrd.cp.big.data.services.team.log,1513810882.0, 17/12/20 23:01:27,1513810887,5, 17/12/20 23:01:18,12288.0,3072.0,8601.6, Job completed successfully
654,655,application_1513303661803_19308_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
655,656,application_1513303661803_20694_asrd.cp.big.data.services.team.log,1513722727.0, 17/12/19 22:32:12,1513722732,5, 17/12/19 22:32:02,15360.0,6144.0,10854.4, Job completed successfully
656,657,application_1513303661803_21712_asrd.cp.big.data.services.team.log,1513740222.0, 17/12/20 03:25:42,1513740342,120, 17/12/20 03:23:38,20480.0,10240.0,14540.8, Job completed successfully
657,658,application_1513303661803_24530_asrd.cp.big.data.services.team.log,1513812525.0, 17/12/20 23:28:50,1513812530,5, 17/12/20 23:28:41,15360.0,10240.0,10854.4, Job completed successfully
658,659,application_1513303661803_23110_asrd.cp.big.data.services.team.log,1513783538.0, 17/12/20 15:25:59,1513783559,21, 17/12/20 15:25:34,12288.0,6144.0,8601.6, Job completed successfully
659,660,application_1513303661803_23306_asrd.cp.big.data.services.team.log,1513785623.0, 17/12/20 16:00:29,1513785629,6, 17/12/20 16:00:19,12288.0,10240.0,8601.6, Job completed successfully
660,661,application_1513303661803_23879_asrd.cp.big.data.services.team.log,1513791575.0, 17/12/20 17:39:42,1513791582,7, 17/12/20 17:39:32,12288.0,6144.0,8601.6, Job completed successfully
661,662,application_1513303661803_21364_asrd.cp.big.data.services.team.log,1513735470.0, 17/12/20 02:04:35,1513735475,5, 17/12/20 02:04:25,12288.0,6144.0,8601.6, Job completed successfully
662,663,application_1513303661803_20387_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
663,664,application_1513303661803_20504_asrd.cp.big.data.services.team.log,1513713298.0, 17/12/19 19:55:03,1513713303,5, 17/12/19 19:54:54,10240.0,10240.0,7168.0, Job completed successfully
664,665,application_1513303661803_24275_asrd.cp.big.data.services.team.log,1513796612.0, 17/12/20 19:04:50,1513796690,78, 17/12/20 19:03:29,12288.0,10240.0,8601.6, Job completed successfully
665,666,application_1513303661803_20083_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
666,667,application_1513303661803_19833_asrd.cp.big.data.services.team.log,1513694187.0, 17/12/19 14:38:14,1513694294,107, 17/12/19 14:36:22,12288.0,4096.0,8601.6, Job completed successfully
667,668,application_1513303661803_21076_asrd.cp.big.data.services.team.log,1513730471.0, 17/12/20 00:41:16,1513730476,5, 17/12/20 00:41:06,12288.0,6144.0,8601.6, Job completed successfully
668,669,application_1513303661803_19136_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
669,670,application_1513303661803_19624_asrd.cp.big.data.services.team.log,,,,,,,,1983.0,
670,671,application_1513303661803_23611_asrd.cp.big.data.services.team.log,1513788388.0, 17/12/20 16:46:33,1513788393,5, 17/12/20 16:46:25,12288.0,6144.0,8601.6, Job failed
671,672,application_1513303661803_18607_asrd.cp.big.data.services.team.log,,,,,,,,143.6,
672,673,application_1513303661803_22900_asrd.cp.big.data.services.team.log,1513778599.0, 17/12/20 14:03:29,1513778609,10, 17/12/20 14:03:16,18432.0,22528.0,13004.8, Job completed successfully
673,674,application_1513303661803_20099_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
674,675,application_1513303661803_18912_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
675,676,application_1513303661803_25298_asrd.cp.big.data.services.team.log,1513825283.0, 17/12/21 03:01:28,1513825288,5, 17/12/21 03:01:19,6144.0,3072.0,4198.4, Job completed successfully
676,677,application_1513303661803_19965_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
677,678,application_1513303661803_18554_asrd.cp.big.data.services.team.log,,,,,,,,511.5,
678,679,application_1513303661803_23032_asrd.cp.big.data.services.team.log,1513782203.0, 17/12/20 15:08:24,1513782504,301, 17/12/20 15:03:04,12288.0,3072.0,8601.6, Job completed successfully
679,680,application_1513303661803_21494_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
680,681,application_1513303661803_20256_asrd.cp.big.data.services.team.log,1513704721.0, 17/12/19 17:32:06,1513704726,5, 17/12/19 17:31:57,6144.0,6144.0,4198.4, Job completed successfully
681,682,application_1513303661803_24336_asrd.cp.big.data.services.team.log,1513798413.0, 17/12/20 19:33:38,1513798418,5, 17/12/20 19:33:29,12288.0,10240.0,8601.6, Job completed successfully
682,683,application_1513303661803_19028_asrd.cp.big.data.services.team.log,1513652459.0, 17/12/19 03:01:04,1513652464,5, 17/12/19 03:00:53,512.0,512.0,143.6, Job completed successfully
683,684,application_1513303661803_20933_asrd.cp.big.data.services.team.log,,,,,,,,10854.4,
684,685,application_1513303661803_19000_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
685,686,application_1513303661803_19252_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
686,687,application_1513303661803_25873_asrd.cp.big.data.services.team.log,,,,,,,,5632.0,
687,688,application_1513303661803_19180_asrd.cp.big.data.services.team.log,1513654475.0, 17/12/19 03:34:50,1513654490,15, 17/12/19 03:34:31,20480.0,20480.0,14540.8, Job completed successfully
688,689,application_1513303661803_25031_asrd.cp.big.data.services.team.log,1513818841.0, 17/12/21 01:14:06,1513818846,5, 17/12/21 01:13:57,10240.0,10240.0,7168.0, Job completed successfully
689,690,application_1513303661803_20880_asrd.cp.big.data.services.team.log,1513728983.0, 17/12/20 00:16:29,1513728989,6, 17/12/20 00:16:18,12288.0,5120.0,8601.6, Job completed successfully
690,691,application_1513303661803_20544_asrd.cp.big.data.services.team.log,1513713792.0, 17/12/19 20:03:17,1513713797,5, 17/12/19 20:03:08,1024.0,1024.0,511.5, Job failed
691,692,application_1513303661803_23793_asrd.cp.big.data.services.team.log,1513790398.0, 17/12/20 17:20:03,1513790403,5, 17/12/20 17:19:54,12288.0,6144.0,8601.6, Job completed successfully
692,693,application_1513303661803_23701_asrd.cp.big.data.services.team.log,,,,,,,,1983.0,
693,694,application_1513303661803_19355_asrd.cp.big.data.services.team.log,1513662888.0, 17/12/19 05:54:53,1513662893,5, 17/12/19 05:54:44,12288.0,10240.0,8601.6, Job completed successfully
694,695,application_1513303661803_22660_asrd.cp.big.data.services.team.log,1513765368.0, 17/12/20 10:22:53,1513765373,5, 17/12/20 10:22:36,15360.0,10240.0,10854.4, Job completed successfully
695,696,application_1513303661803_22125_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
696,697,application_1513303661803_19124_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
697,698,application_1513303661803_22718_asrd.cp.big.data.services.team.log,1513768078.0, 17/12/20 11:08:03,1513768083,5, 17/12/20 11:07:54,15360.0,10240.0,10854.4, Job completed successfully
698,699,application_1513303661803_22584_asrd.cp.big.data.services.team.log,1513761021.0, 17/12/20 09:10:26,1513761026,5, 17/12/20 09:10:17,6144.0,4096.0,4198.4, Job completed successfully
699,700,application_1513303661803_21613_asrd.cp.big.data.services.team.log,,,,,,,,2764.8,
700,701,application_1513303661803_20517_asrd.cp.big.data.services.team.log,1513713666.0, 17/12/19 20:01:12,1513713672,6, 17/12/19 20:01:02,12288.0,3072.0,8601.6, Job completed successfully
701,702,application_1513303661803_18105_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
702,703,application_1513303661803_23981_asrd.cp.big.data.services.team.log,,,,,,,,143.6,
703,704,application_1513303661803_22087_asrd.cp.big.data.services.team.log,,,,,,,,143.6,
704,705,application_1513303661803_24831_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
705,706,application_1513303661803_19786_asrd.cp.big.data.services.team.log,,,,,,,,8601.6,
706,707,application_1513303661803_22475_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
707,708,application_1513303661803_23424_asrd.cp.big.data.services.team.log,1513786504.0, 17/12/20 16:15:09,1513786509,5, 17/12/20 16:15:01,12288.0,6144.0,8601.6, Job completed successfully
708,709,application_1513303661803_24386_asrd.cp.big.data.services.team.log,1513800058.0, 17/12/20 20:01:03,1513800063,5, 17/12/20 20:00:54,512.0,512.0,143.6, Job completed successfully
709,710,application_1513303661803_20944_asrd.cp.big.data.services.team.log,1513729822.0, 17/12/20 00:30:27,1513729827,5, 17/12/20 00:30:18,15360.0,10240.0,10854.4, Job completed successfully
710,711,application_1513303661803_19307_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
711,712,application_1513303661803_24854_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
712,713,application_1513303661803_19430_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
713,714,application_1513303661803_22035_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
714,715,application_1513303661803_21336_asrd.cp.big.data.services.team.log,,,,,,,,143.6,
715,716,application_1513303661803_22459_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
716,717,application_1513303661803_23320_asrd.cp.big.data.services.team.log,1513785676.0, 17/12/20 16:06:00,1513785960,284, 17/12/20 16:01:12,12288.0,3072.0,8601.6, Job completed successfully
717,718,application_1513303661803_19400_asrd.cp.big.data.services.team.log,,,,,,,,,
718,719,application_1513303661803_25108_asrd.cp.big.data.services.team.log,,,,,,,,143.6,
719,720,application_1513303661803_25268_asrd.cp.big.data.services.team.log,1513823816.0, 17/12/21 02:37:01,1513823821,5, 17/12/21 02:36:51,12288.0,6144.0,8601.6, Job completed successfully
720,721,application_1513303661803_24159_asrd.cp.big.data.services.team.log,1513795349.0, 17/12/20 18:42:34,1513795354,5, 17/12/20 18:42:25,12288.0,6144.0,8601.6, Job completed successfully
721,722,application_1513303661803_19804_asrd.cp.big.data.services.team.log,,,,,,,,2764.8,
722,723,application_1513303661803_20214_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
723,724,application_1513303661803_19549_asrd.cp.big.data.services.team.log,1513677153.0, 17/12/19 09:52:40,1513677160,7, 17/12/19 09:52:28,12288.0,10240.0,8601.6, Job completed successfully
724,725,application_1513303661803_19515_asrd.cp.big.data.services.team.log,1513676066.0, 17/12/19 09:34:32,1513676072,6, 17/12/19 09:34:14,12288.0,10240.0,8601.6, Job completed successfully
725,726,application_1513303661803_19975_asrd.cp.big.data.services.team.log,1513697995.0, 17/12/19 15:40:00,1513698000,5, 17/12/19 15:39:53,12288.0,10240.0,8601.6, Job completed successfully
726,727,application_1513303661803_21676_asrd.cp.big.data.services.team.log,1513739888.0, 17/12/20 03:18:22,1513739902,14, 17/12/20 03:18:02,20480.0,10240.0,14540.8, Job completed successfully
727,728,application_1513303661803_24264_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
728,729,application_1513303661803_19405_asrd.cp.big.data.services.team.log,,,,,,,,143.6,
729,730,application_1513303661803_21467_asrd.cp.big.data.services.team.log,1513736164.0, 17/12/20 02:16:13,1513736173,9, 17/12/20 02:15:58,12288.0,2048.0,8601.6, Job completed successfully
730,731,application_1513303661803_24421_asrd.cp.big.data.services.team.log,1513800950.0, 17/12/20 20:15:55,1513800955,5, 17/12/20 20:15:46,12288.0,2048.0,8601.6, Job completed successfully
731,732,application_1513303661803_18766_asrd.cp.big.data.services.team.log,1513648862.0, 17/12/19 02:01:08,1513648868,6, 17/12/19 02:00:59,512.0,512.0,143.6, Job completed successfully
732,733,application_1513303661803_23431_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
733,734,application_1513303661803_19064_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
734,735,application_1513303661803_19894_asrd.cp.big.data.services.team.log,1513695904.0, 17/12/19 15:05:27,1513695927,23, 17/12/19 15:04:51,12288.0,6144.0,8601.6, Job completed successfully
735,736,application_1513303661803_22803_asrd.cp.big.data.services.team.log,,,,,,,,1983.0,
736,737,application_1513303661803_24310_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
737,738,application_1513303661803_24072_asrd.cp.big.data.services.team.log,,,,,,,,2764.8,
738,739,application_1513303661803_25414_asrd.cp.big.data.services.team.log,1513826235.0, 17/12/21 03:17:22,1513826242,7, 17/12/21 03:17:10,10240.0,5120.0,7168.0, Job completed successfully
739,740,application_1513303661803_25044_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
740,741,application_1513303661803_23109_asrd.cp.big.data.services.team.log,1513783537.0, 17/12/20 15:25:59,1513783559,22, 17/12/20 15:25:33,12288.0,6144.0,8601.6, Job completed successfully
741,742,application_1513303661803_20352_asrd.cp.big.data.services.team.log,1513707558.0, 17/12/19 18:19:23,1513707563,5, 17/12/19 18:19:15,12288.0,6144.0,8601.6, Job completed successfully
742,743,application_1513303661803_22824_asrd.cp.big.data.services.team.log,1513776271.0, 17/12/20 13:24:36,1513776276,5, 17/12/20 13:24:26,15360.0,6144.0,10854.4, Job completed successfully
743,744,application_1513303661803_20322_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
744,745,application_1513303661803_23426_asrd.cp.big.data.services.team.log,1513786509.0, 17/12/20 16:15:15,1513786515,6, 17/12/20 16:15:05,12288.0,10240.0,8601.6, Job failed
745,746,application_1513303661803_20679_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
746,747,application_1513303661803_21924_asrd.cp.big.data.services.team.log,1513747004.0, 17/12/20 05:16:49,1513747009,5, 17/12/20 05:16:39,12288.0,6144.0,8601.6, Job completed successfully
747,748,application_1513303661803_23293_asrd.cp.big.data.services.team.log,1513785505.0, 17/12/20 15:58:30,1513785510,5, 17/12/20 15:58:20,2048.0,10240.0,1247.6, Job completed successfully
748,749,application_1513303661803_22939_asrd.cp.big.data.services.team.log,1513779131.0, 17/12/20 14:15:29,1513779329,198, 17/12/20 14:11:55,20480.0,10240.0,14540.8, Job completed successfully
749,750,application_1513303661803_18351_asrd.cp.big.data.services.team.log,1513643503.0, 17/12/19 00:31:48,1513643508,5, 17/12/19 00:31:38,12288.0,5120.0,8601.6, Job completed successfully
750,751,application_1513303661803_21029_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
751,752,application_1513303661803_20180_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
752,753,application_1513303661803_18902_asrd.cp.big.data.services.team.log,,,,,,,,511.5,
753,754,application_1513303661803_20699_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
754,755,application_1513303661803_21609_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
755,756,application_1513303661803_22453_asrd.cp.big.data.services.team.log,,,,,,,,2764.8,
756,757,application_1513303661803_20373_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
757,758,application_1513303661803_22278_asrd.cp.big.data.services.team.log,1513752047.0, 17/12/20 06:40:52,1513752052,5, 17/12/20 06:40:44,12288.0,6144.0,8601.6, Job completed successfully
758,759,application_1513303661803_22924_asrd.cp.big.data.services.team.log,1513778695.0, 17/12/20 14:05:01,1513778701,6, 17/12/20 14:04:52,12288.0,5120.0,8601.6, Job completed successfully
759,760,application_1513303661803_25856_asrd.cp.big.data.services.team.log,,,,,,,,143.6,
760,761,application_1513303661803_28195_asrd.cp.big.data.services.team.log,,,,,,,,,
761,762,application_1513303661803_24378_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
762,763,application_1513303661803_20307_asrd.cp.big.data.services.team.log,,,,,,,,8601.6,
763,764,application_1513303661803_22348_asrd.cp.big.data.services.team.log,1513753037.0, 17/12/20 06:57:22,1513753042,5, 17/12/20 06:57:14,12288.0,6144.0,8601.6, Job completed successfully
764,765,application_1513303661803_19888_asrd.cp.big.data.services.team.log,1513695895.0, 17/12/19 15:05:27,1513695927,32, 17/12/19 15:04:48,12288.0,6144.0,8601.6, Job completed successfully
765,766,application_1513303661803_20605_asrd.cp.big.data.services.team.log,,,,,,,,8601.6,
766,767,log_105843582.txt,1509779915.0, 17/11/04 07:18:40,1509779920,5, 17/11/04 07:18:33,10240.0,4096.0,5324.8, Job failed
767,768,application_1513303661803_25405_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
768,769,application_1513303661803_17813_asrd.cp.big.data.services.team.log,1513634321.0, 17/12/18 21:58:46,1513634326,5, 17/12/18 21:58:36,12288.0,10240.0,8601.6, Job completed successfully
769,770,application_1513303661803_23738_asrd.cp.big.data.services.team.log,1513789757.0, 17/12/20 17:09:25,1513789765,8, 17/12/20 17:09:14,12288.0,6144.0,8601.6, Job completed successfully
770,771,application_1513303661803_19224_asrd.cp.big.data.services.team.log,1513656156.0, 17/12/19 04:03:13,1513656193,37, 17/12/19 04:02:32,10240.0,10240.0,7168.0, Job completed successfully
771,772,application_1513303661803_21976_asrd.cp.big.data.services.team.log,,,,,,,,7168.0,
772,773,application_1513303661803_25508_asrd.cp.big.data.services.team.log,1513828959.0, 17/12/21 04:03:30,1513829010,51, 17/12/21 04:02:35,12288.0,1024.0,8601.6, Job completed successfully
773,774,application_1513303661803_21435_asrd.cp.big.data.services.team.log,1513736052.0, 17/12/20 02:14:17,1513736057,5, 17/12/20 02:14:08,12288.0,10240.0,8601.6, Job completed successfully
774,775,application_1513303661803_22011_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
775,776,application_1513303661803_18186_asrd.cp.big.data.services.team.log,1513641976.0, 17/12/19 00:06:22,1513641982,6, 17/12/19 00:06:10,12288.0,6144.0,8601.6, Job completed successfully
776,777,application_1513303661803_19627_asrd.cp.big.data.services.team.log,1513684874.0, 17/12/19 12:01:19,1513684879,5, 17/12/19 12:01:09,512.0,512.0,143.6, Job completed successfully
777,778,application_1513303661803_18143_asrd.cp.big.data.services.team.log,1513641681.0, 17/12/19 00:01:26,1513641686,5, 17/12/19 00:01:17,512.0,512.0,143.6, Job completed successfully
778,779,application_1513303661803_20068_asrd.cp.big.data.services.team.log,1513700325.0, 17/12/19 16:18:51,1513700331,6, 17/12/19 16:18:41,12288.0,10240.0,8601.6, Job completed successfully
779,780,application_1513303661803_25612_asrd.cp.big.data.services.team.log,1513832747.0, 17/12/21 05:05:52,1513832752,5, 17/12/21 05:05:42,12288.0,6144.0,8601.6, Job completed successfully
780,781,application_1513303661803_18837_asrd.cp.big.data.services.team.log,1513649668.0, 17/12/19 02:14:34,1513649674,6, 17/12/19 02:14:23,12288.0,6144.0,8601.6, Job completed successfully
781,782,application_1513303661803_22026_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
782,783,application_1513303661803_21398_asrd.cp.big.data.services.team.log,1513735801.0, 17/12/20 02:10:06,1513735806,5, 17/12/20 02:09:55,12288.0,12480.0,8601.6, Job completed successfully
783,784,application_1513303661803_19225_asrd.cp.big.data.services.team.log,,,,,,,,511.5,
784,785,application_1513303661803_21849_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
785,786,application_1513303661803_19097_asrd.cp.big.data.services.team.log,1513653361.0, 17/12/19 03:16:06,1513653366,5, 17/12/19 03:15:57,20480.0,10240.0,14540.8, Job completed successfully
786,787,application_1513303661803_22518_asrd.cp.big.data.services.team.log,,,,,,,,1983.0,
787,788,application_1513303661803_18638_asrd.cp.big.data.services.team.log,,,,,,,,4198.4,
788,789,application_1513303661803_23263_asrd.cp.big.data.services.team.log,1513785202.0, 17/12/20 15:53:30,1513785210,8, 17/12/20 15:53:18,12288.0,6144.0,8601.6, Job completed successfully
